WikidataID,itemLabel,en_description,instanceof
Q780842,Steve Forbes,American businessman and publisher,human
Q909696,Princeton Theological Seminary,"private school of theology in Princeton, New Jersey, US",seminary
Q2744340,Bank of Yokohama,regional bank in Japan,public company
Q3375355,Pergamon Press,British publishing house,publisher
Q201880,Lebanese pound,currency,currency
Q1738478,Kingsley Davis,American sociologist and demographer,human
Q244631,Leon Panetta,"American politician, Secretary of Defense 2011–2013",human
Q8027,Martin Luther King Jr.,"American civil-rights activist and leader, Nobel peace prize laureate (1929–1968)",human
Q364315,Jacques Attali,French economist,human
Q7688520,Tatung University,"Private university in Taipei, Taiwan",university
Q29863,Stockholm Bromma Airport,"airport in Stockholm, Sweden",international airport
Q336264,Kyoto University,"national university located in Kyoto, Japan",university
Q6171473,Jean Rémy Ayouné,Gabonese politician,human
Q3198467,Kolkata Metropolitan Development Authority,"Development Authority in West Bengal, India",government agency
Q203382,Amrita Bazar Patrika,Bengali & English Newspaper,newspaper
Q51614,Anatolia,peninsula in Western Asia,peninsula
Q1354,Dhaka,capital and largest city of Bangladesh,city
Q6737126,Maithripala Senanayake,Sri Lankan politician,human
Q83811533,Stephen H. Rogers,career Foreign Service officer,human
Q43509,Guayaquil,city of Ecuador,city
Q193871,Marshall McLuhan,"Canadian educator, philosopher, and scholar",human
Q424443,Jiaotong University (disambiguation),Wikimedia disambiguation page,Wikimedia disambiguation page
Q1021824,École normale supérieure William Ponty,normal school,normal school
Q344229,Kaya Erdem,Turkish politician and economist,human
Q6401968,Khodadad Mirza Farman Farmaian,Qajar prince,human
Q5817839,Torsten Husén,Swedish psychologist,human
Q74280,Marie Schlei,German politician (1919-1983),human
Q2819659,Walter E. Fauntroy,American politician (born 1933),human
Q273014,Tampico,"city in Tamaulipas, Mexico",locality of Mexico
Q3520878,Shanti Bhushan,Indian politician,human
Q8011965,"William Henry Draper, Jr.",United States general,human
Q1589222,Group of 24,"chapter of the G-77; is not an organ of the International Monetary Fund, but the IMF provides secretariat services for the Group",organization
Q1146772,Sime Darby,"British company, expropriated by the Bumiputras",business
Q1065713,Charles Poor Kindleberger,American economic historian (1910-2003),human
Q18631935,Guy Orcutt,American econometrician,human
Q155622,Bernkastel-Kues,"town in Rhineland-Palatinate, Germany",climatic health resort
Q12060410,Hollins University,"private university in Hollins, Virginia",university
Q2038,François Mitterrand,21st President of the French Republic from 1981 to 1995,human
Q472254,Richard Shelby,United States Senator from Alabama,human
Q6763501,Marilyn Berger,American journalist,human
Q1032191,Canadian Labour Congress,national trade union centre,labor union
Q5168632,Copley Press,organization,organization
Q908553,Union Carbide,company,business
Q737555,Sanjiang Plain,,plain
Q518311,André Deutsch,British publisher (1917-2000),human
Q1108197,Wuhan University,"university in Wuhan, China",public university
Q295761,Lawrence Klein,American economist (1920-2013),human
Q164055,Tiananmen Square,"public square in Beijing, China",square
Q204989,Saint Kitts,island in Saint Kitts and Nevis,island
Q4850761,Balfour Williamson,a shipping company based in Liverpool,business
Q3445863,Maithon Dam,Dam in India,dam
Q3056379,George Fernandes,Indian trade unionist and politician (1930–2019),human
Q125139,Benjamin Sheares,2nd President of Singapore (1907–1981),human
Q5408300,Eugenio Mendoza,Venezuelan businessman,human
Q6135054,James Gustave Speth,American environmental lawyer and advocate,human
Q503419,University of Arizona,"public university in Tucson, Arizona, United States",land-grant university
Q1507195,George David Woods,American banker (1901-1982),human
Q616591,Oberlin College,"private liberal arts college in Oberlin, Ohio, United States",college
Q3894184,Paolo Leon,economist,human
Q2618458,Madras State,former state in India,state of India
Q972641,John C. Whitehead,Recipient of the Presidential Citizens medal (1922-2015),human
Q1428864,Mapam,political party in Israel,political party
Q205995,Caribbean Community,organisation of 15 Caribbean nations and dependencies,intergovernmental organization
Q4747436,Amo Houghton,American politician (1926–2020),human
Q605405,Daniel Ouezzin Coulibaly,Burkinabé politician (1909-1958),human
Q335284,Jyoti Basu,Indian politician (1914-2010),human
Q215355,Sigismund von Braun,German diplomat,human
Q1545216,SYsTRA,company,business
Q7387439,S. David Freeman,American businessman,human
Q1363641,Jacques de Larosière,"French civil servant, IMF managing director",human
Q268897,Press Trust of India,largest news agency in South Asia,organization
Q36454,Narita International Airport,"airport serving Tokyo, Japan",international airport
Q214248,Benguela,city in Angola,city
Q93237157,James P. Sterba,American philosopher,human
Q112878659,Paul Hartnett,American politician,human
Q35794,University of Cambridge,"collegiate public research university in Cambridge, England, United Kingdom",collegiate university
Q17090358,World Bank Institute,,organization
Q4275732,"Roger Makins, 1st Baron Sherfield",British diplomat (1904-1996),human
Q64020980,Paul H. Boeker,American diplomat,human
Q30092726,Max Millikan,(1913-1969),human
Q27058220,Duncan Ndegwa,,human
Q7921851,Vern Goodin,Australian politician (1892-1971),human
Q1089417,Chulachomklao Royal Military Academy,military academy,military academy
Q2495470,United Workers' Party,Wikimedia disambiguation page,Wikimedia disambiguation page
Q310641,Moshe Sanbar,Israeli economist (1926-2012),human
Q6228364,John D. deButts,American businessperson,human
Q7403529,Paul Leong Khee Seong,Malaysian politician,human
Q467075,American Tobacco Company,tobacco company; also issued trading cards,business
Q2780100,King Baudouin Foundation,Belgian organization,foundation
Q713746,Peter Ueberroth,American water polo player and businessman,human
Q675848,University of Zagreb,Croatian university,public university
Q789915,United States Department of State,executive department of the U.S. federal government,United States federal executive department
Q1365425,San Remo conference,allocation of League of Nations mandates,convention
Q744802,Kabul International Airport,"international airport serving Kabul, Afghanistan",international airport
Q706007,Ben Bradlee,executive editor of The Washington Post from 1968 to 1991,human
Q1226066,Edgar Benson,Canadian politician (1923-2011),human
Q98833,Heinz Heck,German biologist (1894-1982),human
Q1286541,Mangla Dam,dam in Pakistan,dam
Q750124,Cabot Corporation,company,public company
Q220,Rome,capital and largest city of Italy,capital city
Q152556,Karakaya Dam,"dam in Euphrates, Turkey",dam
Q107452012,Barry F. Sullivan,,human
Q1086964,Chris Shays,American politician,human
Q3013586,Danish International Development Agency,,business
Q28218,Baton Rouge,"capital of Louisiana, United States and seat of East Baton Rouge Parish",county seat
Q6832386,Michael M. Cernea,Romanian anthropologist,human
Q426767,Uluguru Mountains,mountain range,mountain range
Q131792,Orinoco River,river in South America,river
Q3435024,Robert E. Hunter,"American diplomat, scholar, consultant, political advisor",human
Q137269,National War College,"postgraduate joint senior service school at Fort McNair, Washington, D.C., United States",staff college
Q8033558,Woodward Building,Wikimedia disambiguation page,Wikimedia disambiguation page
Q459965,Caterpillar Inc.,"American corporation which designs, manufactures, markets and sells machinery and engines",public company
Q167049,Washington College of Law,law school of American University,law school
Q181114,Stellantis North America,American automotive manufacturer,automobile manufacturer
Q1894476,William Proxmire,American politician (1915–2005),human
Q253927,Egyptian National Railways,state-owned railway company of Egypt,state-owned enterprise
Q4678535,Adalbert Krieger Vasena,Argentine economist,human
Q1351317,Damascus University,university in Syria,public university
Q406402,University of Mumbai,"state university in Mumbai, Maharashtra, India",university
Q1414861,University of Exeter,"public research university located in Exeter, United Kingdom",higher education institution
Q169376,Nagasaki Prefecture,prefecture of Japan,prefecture of Japan
Q15089196,Jacques de Groote,Belgian financier,human
Q3503913,Janko Smole,Slovenian politician,human
Q5067766,Chai Zemin,Chinese diplomat,human
Q10880506,Nikaidō Susumu,Japanese politician,human
Q698866,Maurice Strong,Canadian businessman (1929-2015),human
Q699022,Arrigo Levi,Italian journalist (1926-2020),human
Q5152737,Commission on Science and Technology for Development,,committee
Q3894,Kampala,capital of Uganda,city
Q108399554,Erawan Hotel,Hotel in Thailand,hotel
Q5720597,"Henry E. Catto, Jr.",American diplomat,human
Q217925,Champ de Mars,"large public green space in Paris, France",urban park
Q3018496,David A. Morse,American lawyer,human
Q178848,University of Notre Dame,"Catholic university located in South Bend, Indiana, United States",Catholic university
Q91471,Herbert Giersch,German economist (1921-2010),human
Q3866,Dodoma,city and capital of Tanzania,capital city
Q3085258,The American Naturalist,journal,scientific journal
Q738568,Assad Bucaram,Ecuadorian politician (1916-1981),human
Q6825325,Metropolitan Waterworks and Sewerage System,government regulatory agency,government agency
Q99362407,Mavis Gilmour,,human
Q708795,Ramsey Clark,American lawyer and peace activist,human
Q3487910,Swiss Bank Corporation,Swiss investment bank and financial services company located in Switzerland,bank
Q1125242,Meghna River,river in Bangladesh,river
Q145,United Kingdom,country in north-west Europe,country
Q712134,Paul Simon,American politician,human
Q1645059,Johns Hopkins University Press,American scholarly publisher,university press
Q192269,Vaslui,"city in Vaslui County, Romania",municipality of Romania
Q3126455,Hamilton Fish Armstrong,American diplomat,human
Q183099,Vehbi Koç,"Turkish businessman, founder of the Koç family",human
Q3624,Addis Ababa,capital city of Ethiopia,capital city
Q6783642,Mason Welch Gross,American academic (1911-1977),human
Q183253,Edwin O. Reischauer,American diplomat (1910-1990),human
Q3877603,M. V. Kamath,Indian journalist (1921-2014),human
Q1667326,International Cocoa Organization,international organization,international organization
Q7896346,University of Sri Lanka,,educational institution
Q1444125,National University of Malaysia,"public research university in Bangi, near Kuala Lumpur, Malaysia",open-access publisher
Q298355,Pierre Bérégovoy,90th Prime Minister of France (1925-1993),human
Q194360,American Express,American multinational financial services corporation,multinational corporation
Q5487413,Frank Ivancie,American politician (1924-2019),human
Q2714270,Piet Lieftinck,Dutch politician (1902-1989),human
Q3457358,Singha Durbar,"palace in Kathmandu, Nepal",palace
Q205429,Zipaquirá,Colombian municipality of the department of Cundinamarca,municipality of Colombia
Q5415393,Evan G. Galbraith,American diplomat (1928-2008),human
Q3386379,Pierre Moussa,Republic of the Congo politician,human
Q30093062,Crown Zellerbach,American paper company,business
Q21932027,H.L. Verma,indian education administrator,human
Q974,Democratic Republic of the Congo,country in Central Africa,country
Q3705234,Irrawaddy Delta,river delta in Burma,river delta
Q4689801,African Investment Bank,financial institution,organization
Q593324,Birmingham,"city in Michigan, United States",city in the United States
