,WikidataID,itemLabel,en_description,instanceof
16853,Q46052,Anders Fogh Rasmussen,former Prime Minister of Denmark and NATO secretary general,human
16854,Q1381558,Evarts Worcester Farr,American politician (1840-1880),human
16855,Q1592759,James Brown,U.S. Senator from Louisiana and Minister to France (1766-1835),human
16856,Q958022,Thomas Clifton Webb,New Zealand politician (1889-1962),human
16857,Q4669068,Abraham M. Schermerhorn,American politician,human
16858,Q1368405,Jeff Merkley,American politician (born 1956),human
16859,Q3471176,Samuel Lewis Navarro,Panamanian politician,human
16860,Q301736,Perkins Bass,politician (1912-2011),human
16861,Q682620,Everis A. Hayes,American politician (1855-1942),human
16862,Q2345567,Sterling P. Strong,American politician,human
16863,Q5337435,Edgar Raymond Kiess,American politician,human
16864,Q695839,Arnold Naudain,American politician (1790-1872),human
16865,Q888030,Maamun al-Kuzbari,"Syrian lawyer, academic and politician (1914–1998)",human
16866,Q13024023,Asa Sarasin,Thai diplomat,human
16867,Q5080795,Charles McClure,American politician in Pennsylvania (1804-1846),human
16868,Q1681120,James Sprigg,American politician (1802-1852),human
16869,Q926897,William E. Chandler,American politician (1835–1917),human
16870,Q1652602,Winston L. Prouty,American politician (1906-1971),human
16871,Q13098979,Homer Alonzo Ramey,American politician,human
16872,Q3120160,Theophilus Shepstone,British South African statesman (1817-1893),human
16873,Q6106591,J. N. Langham,American politician (1861-1945),human
16874,Q1696948,Paulo Cunha,Portuguese university teacher (1908-1986),human
16875,Q863766,Binger Hermann,American politician (1843-1926),human
16876,Q5491315,Franklin Bound,Union United States Army soldier,human
16877,Q920403,Micheál Martin,15th Taoiseach from 2020 to present,human
16878,Q7922415,Veronica Grace Boland,American politician,human
16879,Q16945724,Adrien Raymond,Haitian politician,human
16880,Q5077440,Charles Eugene Fuller,American politician (1849-1926),human
16881,Q7791080,Thomas J. Henderson,American politician (1824–1911),human
16882,Q3047551,Edgars Rinkēvičs,"Latvian politician, official, and president-elect",human
16883,Q5498322,Frederick Lundin,American politician (1868-1947),human
16884,Q8020549,William Woods,American politician from New York,human
16885,Q5806647,Diego Uribe Vargas,Colombian lawyer,human
16886,Q1507639,George J. Schneider,American politician (1877-1939),human
16887,Q1708065,Joseph T. Johnson,United States federal judge (1858-1919),human
16888,Q57313,José Eduardo dos Santos,President of Angola from 1979 to 2017,human
16889,Q1159044,Dan Daniel,American politician (1914-1988),human
16890,Q57340,Mswati III,King of Eswatini,human
16891,Q888182,Roberto Francisco Chiari Remón,President of Panama (1905-1981),human
16892,Q2579456,William J. Harris,American politician (1868-1932),human
16893,Q57381,Haris Silajdžić,Bosniak politician,human
16894,Q6076507,Isaac Hoffer Doutrich,American politician,human
16895,Q57390,Ismail Omar Guelleh,President of Djibouti (1999-present),human
16896,Q1877060,Luke Pryor,American politician (1820-1900),human
16897,Q1810620,Leander Cox,American politician (1812-1865),human
16898,Q8018004,William S. Reyburn,American politician,human
16899,Q57460,Ernest Bai Koroma,Sierra Leonean President,human
16900,Q880720,José Joaquín Rodríguez Zeledón,Costa Rican politician (2018-2022),human
16901,Q57385,Teodoro Obiang,"Equatoguinean politician, President of Equatorial Guinea since 1979",human
16902,Q57427,Michel Suleiman,12th President of Lebanon,human
16903,Q342476,Đồng Khánh,Vietnamese emperor,human
16904,Q3539454,John J. O'Connor,American politician in New York (1885-1960),human
16905,Q1628398,Tom Perriello,U.S. politician,human
16906,Q1371024,Joseph Ward,New Zealand politician (1856–1930),human
16907,Q888410,David B. Hill,American politician (1843-1910),human
16908,Q1128039,Constantine Jacob Erdman,American politician (1846-1911),human
16909,Q1909622,Matthew Walton,American politician (1750-1819),human
16910,Q1752310,Norris C. Poulson,American politician (1895-1982),human
16911,Q315559,Terauchi Masatake,Japanese general (1852-1919),human
16912,Q5545742,George W. Scranton,American politician (1811-1861),human
16913,Q1356518,Ernest S. Brown,American politician (1903-1965),human
16914,Q438644,George W. Jones,"American politician, judge and diplomat (1804-1896)",human
16915,Q2567165,Whitmell P. Martin,American politician (1867–1929),human
16916,Q2134176,Raymond Joseph Cannon,"Politician, lawyer, baseball pitcher",human
16917,Q1403287,William Moore,New Jersey congressman from the United States (1810-1878),human
16918,Q3306291,Jose Gutierrez Guerra,President of Bolivia (1869-1929),human
16919,Q55104853,Marcelino Nguema Onguene,Equatoguinean politician,human
16920,Q676399,Wayne Morse,American politician (1900-1974),human
16921,Q139164,Richard Joseph Welch,American politician (1869-1949),human
16922,Q995099,Bryan Young,American politician (1800-1882),human
16923,Q1356570,Ernest W. Roberts,"American politician, Massachusetts (1858-1924)",human
16924,Q57523,Tufuga Efi,4th Prime Minister of Samoa,human
16925,Q1335443,Thomas Ewing,American politician (1789-1871),human
16926,Q559645,René Goblet,French politician (1828-1905),human
16927,Q6262742,John Walker Ryon,Union Army soldier (1825-1901),human
16928,Q6017855,William North,American statesman,human
16929,Q19661308,Césaire Rabenoro,Malagasy writer and politician,human
16930,Q7287387,Ralph Dayton Cole,American politician,human
16931,Q2151216,Richmond Pearson,American politician,human
16932,Q4516562,Neil J. Linehan,American politician (1895-1967),human
16933,Q15131590,Ildefonso Cavagna Martínez,Argentinian lawyer and diplomat (1905-1970),human
16934,Q168592,Jaime Herrera Beutler,American politician (born 1978),human
16935,Q57652,Helle Thorning-Schmidt,"Danish politician, former Danish Prime Minister",human
16936,Q448813,Frank Murkowski,American politician in Alaska (born 1933),human
16937,Q1703189,Jonathan Harvey,American politician (1780-1859),human
16938,Q888465,Said Mohamed Djohar,President of Comoros (1918-2006),human
16939,Q460652,Nita Lowey,American politician,human
16940,Q57630,Valdis Dombrovskis,11th Prime Minister of Latvia,human
16941,Q2578931,William Gallagher,American politician (1875-1946),human
16942,Q502417,Andrei Pleșu,Romanian philosopher,human
16943,Q734862,Roberto Urdaneta Arbeláez,Colombian politician (1890-1972),human
16944,Q57675,Najib Razak,Former 6th Prime Minister of Malaysia,human
16945,Q597998,Antoni Nicholas Sadlak,lawyer and politician (1908-1969),human
16946,Q1656192,Sam B. Hall,United States federal judge (1924-1994),human
16947,Q469507,Kamisese Mara,President of Fiji (1920-2004),human
16948,Q6233279,Thomas E. Watson,"American politician, attorney, newspaper editor and writer",human
16949,Q57732,Pakalitha Mosisili,Prime Minister of Lesotho,human
16950,Q363079,Richard Lugar,American politician (1932-2019),human
16951,Q323610,Stephen Van Rensselaer,"New York landowner, businessman, militia officer, and politician (1764-1839)",human
16952,Q742210,Slade Gorton,American politician (1928-2020),human
16953,Q7104120,Orsamus B. Matteson,American politician (1805-1889),human
16954,Q1419199,William P. McLean,American politician (1836-1925),human
16955,Q1348856,Robert Lee Moore,American politician (1867-1940),human
16956,Q57836,Navin Ramgoolam,Prime Minister of Mauritius,human
16957,Q2638644,Albert Thomas,American politician,human
16958,Q439117,Martha Roby,U.S. Representative from Alabama,human
16959,Q4723103,Alfred M. Waldron,American politician (1865-1952),human
16960,Q1650705,William Thomas Ellis,American politician (1845-1925),human
16961,Q376510,William Ballard Preston,American politician (1805-1862),human
16962,Q1507092,George Cassedy,American politician (1783-1842),human
16963,Q1370968,John Conyers,American politician (1929–2019),human
16964,Q449208,Alvin Peterson Hovey,Union Army general (1821-1891),human
16965,Q6118448,Jacob C. Davis,American politician,human
16966,Q128529,Paul Martin,prime minister of Canada from 2003 to 2006,human
16967,Q6241573,John James McDannold,American politician,human
16968,Q3225316,Luke Messer,American politician in Indiana (born 1969),human
16969,Q2151594,Rick Nolan,American politician,human
16970,Q1667617,Léopold Gnininvi,Togolese politician,human
16971,Q4167212,Q4167212,,human
16972,Q1507183,George D. Perkins,"American politician, Iowa (1840-1914)",human
16973,Q6376235,Katharine Price Collier St. George,American politician,human
16974,Q3326222,Moussa Okanla,"scholar, Diplomat, Former Minister for Foreign Affairs",human
16975,Q373144,James Pollock,American politician (1810-1890),human
16976,Q1507242,George Dromgoole,American politician (1797-1847),human
16977,Q1641461,Thomas Dickens Arnold,American politician (1798-1870),human
16978,Q1702486,Johnston Cornish,American politician (1858-1920),human
16979,Q735223,William J. Fields,American politician (1874-1954),human
16980,Q370109,Thomas L. Young,Union United States Army officer (1832-1888),human
16981,Q58142,George Yeo,Singaporean business executive and former politician,human
16982,Q1536833,Gomer Griffith Smith,American politician (1896-1953),human
16983,Q19321008,David Young,American politician in Iowa (born 1968),human
16984,Q1680539,James Hay,American politician (1856-1931),human
16985,Q58246,Brent Symonette,Bahamain businessman,human
16986,Q58132,Nicolás Maduro,Venezuelan politician and president,human
16987,Q364905,Mahmoud Ahmed Sherifo,Eritrean diplomat (1948-2003),human
16988,Q11860005,Fred B. Rooney,American politician,human
16989,Q1445223,Franklin F. Korell,American politician (1889-1965),human
16990,Q2295369,Smith Miller,American politician,human
16991,Q1559995,Philip R. Thompson,American politician (1766-1837),human
16992,Q179136,Martín Echegoyen,Uruguayan politician (1891-1974),human
16993,Q7347823,Robert Morris Yardley,American politician,human
16994,Q58206,Jaime Bermúdez,Colombian lawyer and diplomat,human
16995,Q1382524,Thomas A. Burke,American politician (1898–1971),human
16996,Q58297,Abu Bakr al-Qirbi,Yemeni politician and diplomat (born 1942),human
16997,Q7608654,Stephen Barlow,American politician,human
16998,Q544372,Angus Cameron,American politician (1826-1897),human
16999,Q1507398,George G. Wright,American politician (1820-1896),human
17000,Q5982486,Michael R. McNulty,American politician,human
17001,Q983532,G. K. Butterfield,American politician,human
17002,Q32777,Vladimír Špidla,"Czech minister of labour and social affairs of the CR, vice prime minister of the Czech Republic, member of Czech Parliament (1996–2006) and prime minister of the CR",human
17003,Q6273592,Jonathan Knight,politician (1787-1858),human
17004,Q1572510,Halvor Steenerson,American politician (1852-1926),human
17005,Q1699052,John A. Caldwell,American politician (1852-1927),human
17006,Q962838,Frank C. Millspaugh,American politician (1872-1947),human
17007,Q49216,Walter Mondale,vice president of the United States from 1977 to 1981,human
17008,Q1537230,Rodney Wallace,American politician (1823-1903),human
17009,Q7794323,Thomas T. Flagler,American politician,human
17010,Q455655,Henri Queuille,French Prime Minister (1884-1970),human
17011,Q783970,William H. Frankhauser,American politician (1863-1921),human
17012,Q433454,John Brown,"American lawyer and statesman, Virginia (1757-1837)",human
17013,Q2042456,Overton Brooks,American politician,human
17014,Q887238,Jaan Teemant,Estonian lawyer and politician,human
17015,Q677285,John T. Cutting,United States general (1844-1911),human
17016,Q2020382,Oliver L. Spaulding,Union Army officer (1833-1922),human
17017,Q1458662,Alexander S. Wallace,American politician (1810-1893),human
17018,Q2536724,William Kingsland Macy,American politician,human
17019,Q6243559,John L. Cable,American politician,human
17020,Q58256,Mahamoud Ali Youssouf,Djiboutian politician,human
17021,Q22697132,Fatumata Djau Baldé,Minister of Guinea Bassau,human
17022,Q6118554,Jacob E. Davis,American politician,human
17023,Q4156239,Luis María de Pablo Pardo,Argentinian lawyer and diplomat,human
17024,Q2344492,Stephen A. Hurlbut,Union Army general (1815-1882),human
17025,Q5077078,Charles E. Dietrich,American politician,human
17026,Q1351096,John Conness,American politician (1821-1909),human
17027,Q4419865,Hiram Barber,American politician,human
17028,Q6082854,Feridun Sinirlioğlu,Turkish diplomat,human
17029,Q5993740,Robert Burren Morgan,American politician (1925-2016),human
17030,Q1680788,James M. Robinson,American politician (1861-1942),human
17031,Q5833665,Enrique Orozimbo Barbosa Baeza,Chilean politician,human
17032,Q18684853,Rod Blum,American politician,human
17033,Q16487039,Alberto Noguès,Paraguayan politician,human
17034,Q989723,Chester O. Carrier,American politician (1897-1980),human
17035,Q701801,Wang Yi,member of the 20th Politburo of the Chinese Communist Party,human
17036,Q6253517,John Pugh,American politician,human
17037,Q951044,Jafar Sharif-Emami,Iranian engineer and politician (1910-1998),human
17038,Q147989,Juaqín Balaguey,President of the Dominican Republic (1906-2002),human
17039,Q8020360,William Wildman Campbell,politician (1853-1927),human
17040,Q1557233,Isaac M. Jordan,American politician (1835-1890),human
17041,Q6229615,John Dodson Stiles,American politician,human
17042,Q1522975,William Wright,"American politician, New Jersey (1794-1866)",human
17043,Q459914,Jules Méline,French politician (1838-1925),human
17044,Q451370,Alejandro Lerroux,Spanish politician (1864-1949),human
17045,Q6118695,Jacob H. Gilbert,American politician,human
17046,Q5393043,Ernest F. Acheson,American politician (1855-1917),human
17047,Q4821409,Augustus Drum,American politician,human
17048,Q1772866,Louis C. Wyman,American politician (1917-2002),human
17049,Q374296,Sangay Ngedup,Prime Minister of Bhutan,human
17050,Q2018136,Narciso Ramos,Filipino politician (1900-1986),human
17051,Q2645430,Alfred Lucking,Canadian-born American congressman for Michigan (1856-1929),human
17052,Q910794,Brett Guthrie,American politician,human
17053,Q472050,Amir Khosrow Afshar,Iranian diplomat and politician,human
